ticker,name,sector,asset_type,current_price,market_cap,revenue,net_income,total_equity,net_debt,roe,net_margin,debt_ebitda,ev_ebitda,net_income_growth_yoy,pe_ratio,pb_ratio,dividend_yield,dividend_growth_yoy,score,score_label
NORD3,NORDON INDS METALURGICAS SA ON,Máquinas e Equipamentos,stock,185.0,12248800.0,2753000.0,-11333000.0,-184112000.0,29870000.0,0.62,,,,,-108.0,,0.0,,51.5,Bom
NTCO3,GRUPO NATURA ON NM,Produtos de Uso Pessoal e de Limpeza,stock,1080.0,14845200000.0,21462200000.0,-7091830000.0,15043700000.0,4016660000.0,-4.71,,,,,-209.0,99.0,0.0,,19.0,Fraco
NUTR3,NUTRIPLANT ON,Químicos,stock,237.0,31388300.0,207175000.0,7279000.0,49969000.0,19586000.0,1.46,0.35,,,-0.134902,431.0,63.0,0.0,,51.73,Bom
OBTC3,ORANJEBTC ON,Diversos,stock,715.0,2270940000.0,3000.0,-930692000.0,1233430000.0,90434000.0,,,,,,-244.0,,0.0,,24.0,Fraco
ODER4,CONSERVAS ODERICH SA PN,Alimentos Processados,stock,10000.0,1128700000.0,834650000.0,67959000.0,593586000.0,254892000.0,1.14,0.81,,,-0.109739,,,0.0,,59.6,Bom
OFSA3,OUROFINO S/A ON NM,Medicamentos e Outros Produtos,stock,3226.0,1740390000.0,1285900000.0,241620000.0,816471000.0,110711000.0,2.96,,,,0.193812,,,0.4,,72.5,Bom
OGXP3,OGX ON,"Petróleo, Gás e Biocombustíveis",stock,163.0,52747100.0,0.0,-24541000.0,-53901000.0,-2000.0,4.55,0.0,,,,-215.0,,0.0,,47.75,Regular
OIBR3,OI ON N1,Telecomunicações,stock,12.0,39614600.0,227750000.0,-1842360000.0,-15496000000.0,10039500000.0,1.19,,,,,-2.0,,0.0,,51.5,Bom
OIBR4,OI ON N1,Telecomunicações,stock,115.0,379640000.0,227750000.0,-1842360000.0,-15496000000.0,10039500000.0,1.19,,,,,-21.0,,0.0,,51.5,Bom
OMGE3,OMEGA GER ON NM,Energia Elétrica,stock,2757.0,5521550000.0,5706670000.0,101641000.0,5085740.0,5773610.0,,0.18,,,,,,0.0,,51.75,Bom
ONCO3,ONCOCLINICAS ON NM,Serv.Méd.Hospit. Análises e Diagnósticos,stock,107.0,1214550000.0,5406980000.0,-3841500000.0,533367000.0,3727330000.0,,,,,,-32.0,,0.0,,41.5,Regular
OPCT3,OCEANPACT ON NM,"Petróleo, Gás e Biocombustíveis",stock,996.0,1991600000.0,2172140000.0,121588000.0,1003370000.0,1480450000.0,1.21,0.56,,,,,,0.1,,72.5,Bom
ORVR3,ORIZON ON NM,Água e Saneamento,stock,7750.0,7449830000.0,1140620000.0,85248000.0,1459990000.0,1384950000.0,0.58,0.88,,,,,,0.0,,65.0,Bom
OSAO4,PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A PN,Automóveis e Motocicletas,stock,898.0,111576.0,1160990000.0,-200480000.0,-777639000.0,233740000.0,2.58,-1.73,,,,,,0.0,,45.0,Regular
OSXB3,OSX BRASIL ON NM,"Petróleo, Gás e Biocombustíveis",stock,134.0,4218320.0,83046000.0,-1103970000.0,-10183300000.0,7921890000.0,1.08,,,,,,,0.0,,57.5,Bom
PALF3,CPFL ON,Energia Elétrica,stock,27990.0,246495000.0,16623900000.0,1980540000.0,4401360000.0,9360550000.0,4.5,,,,,12.0,6.0,0.0,,62.25,Bom
PALF5,CPFL PNA,Energia Elétrica,stock,23660.0,208362000.0,16623900000.0,1980540000.0,4401360000.0,9360550000.0,4.5,,,,,11.0,5.0,0.0,,63.0,Bom
PARD3,IHPARDINI ON NM,Serv.Méd.Hospit. Análises e Diagnósticos,stock,2025.0,5403490000.0,2106410000.0,146988000.0,1019310000.0,183724000.0,1.44,0.7,,,,,,0.52,,60.0,Bom
PASS3,COMPASS ON NM,Gás,stock,2590.0,18497500000.0,15558100000.0,1235810000.0,5727060000.0,13090000000.0,2.16,0.91,,,-0.006302,,,0.49,,68.66,Bom
PATI3,PANATLANTICA ON,Siderurgia e Metalurgia,stock,3121.0,746918000.0,1870530000.0,48762000.0,758072000.0,-8620030.0,0.64,0.26,,,-0.036167,,99.0,0.76,,68.21,Bom
PATI4,PANATLANTICA PN,Siderurgia e Metalurgia,stock,3000.0,717960000.0,1870530000.0,48762000.0,758072000.0,-8620030.0,0.64,0.26,,,-0.036167,,95.0,0.88,,68.21,Bom
PCAR3,PÃO DE AÇÚCAR ON,Comércio e Distribuição,stock,226.0,1111490000.0,18720000000.0,-2092000000.0,662000000.0,3206000000.0,,-1.11,,155.0,,-53.0,,0.0,,29.0,Regular
PCAR4,PÃO DE AÇÚCAR PN N1,Comércio e Distribuição,stock,7211.0,35464400000.0,18720000000.0,-2092000000.0,662000000.0,3206000000.0,,-1.11,,,,,,0.0,,19.0,Fraco
PCAR5,PÃO DE AÇÚCAR PNA N1,Comércio e Distribuição,stock,6712.0,33010300000.0,18720000000.0,-2092000000.0,662000000.0,3206000000.0,,-1.11,,,,,,0.0,,19.0,Fraco
PDGR3,PDG REALT ON NM,Construção Civil,stock,164.0,5390680.0,107029000.0,-241846000.0,-3243800000.0,357162000.0,0.75,,,,,-2.0,,0.0,,51.5,Bom
PDTC3,PADTEC ON,Serviços Financeiros Diversos,stock,141.0,112053000.0,-2700150.0,7850960.0,143688000.0,192412000.0,0.55,,,,-0.106359,,78.0,0.0,,52.15,Bom
PEAB3,CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA ON,Holdings Diversificadas,stock,3972.0,720481000.0,118586000.0,45148000.0,926671000.0,-32185000.0,0.49,,,,-0.059964,,78.0,0.24,,60.35,Bom
PEAB4,CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA PN,Holdings Diversificadas,stock,4000.0,725560000.0,118586000.0,45148000.0,926671000.0,-32185000.0,0.49,,,,-0.059964,,78.0,0.26,,60.35,Bom
PETR3,PETROBRAS ON,"Petróleo, Gás e Biocombustíveis",stock,5045.0,650237000000.0,498091000000.0,107583000000.0,445189000000.0,324091000000.0,2.42,,,,-0.187634,,,0.63,,58.44,Bom
PETR4,PETROBRAS PN,"Petróleo, Gás e Biocombustíveis",stock,4547.0,586051000000.0,498091000000.0,107583000000.0,445189000000.0,324091000000.0,2.42,,,,-0.187634,,,0.7,,58.44,Bom
PETZ3,PETZ ON NM,Comércio,stock,439.0,1980500000.0,3671510000.0,48496000.0,1713010000.0,-46989000.0,0.28,0.13,,,,,,0.0,,49.88,Regular
PFRM3,PROFARMA ON NM,Comércio e Distribuição,stock,670.0,829547000.0,11613900000.0,105480000.0,1341390000.0,744687000.0,0.79,0.1,,,0.137074,,62.0,0.96,,76.25,Excelente
PGMN3,PAGUE MENOS ON NM,Comércio e Distribuição,stock,470.0,3402320000.0,15343700000.0,307528000.0,3347900000.0,1414900000.0,0.92,0.2,,,-0.004294,,,0.5,,68.69,Bom
PINE3,Pine ON N1,Intermediários Financeiros,stock,1333.0,3461800000.0,,520042000.0,1732760000.0,,3.0,0.0,,,1.21354,,,0.0,,61.25,Bom
PINE4,Pine PN,Intermediários Financeiros,stock,1411.0,3664370000.0,,520042000.0,1732760000.0,,3.0,0.0,,,1.21354,,,0.53,,68.75,Bom
PITI4,"AV. DR CHUCRI ZAIDAN, 920 - 16§ ANDAR PN",,stock,128.0,2969990000.0,0.0,-14506000.0,0.0,0.0,,,,,,,,0.0,,36.5,Regular
PLAS3,PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A ON,Automóveis e Motocicletas,stock,288.0,35784000.0,1160990000.0,-200480000.0,-777639000.0,233740000.0,2.58,-1.73,,,,-18.0,,0.0,,44.0,Regular
PLDN4,POLIALDEN PN,,stock,48600.0,313593000.0,341229000.0,-567000.0,289939000.0,-176160000.0,-0.02,-0.02,,,,,,0.0,,32.05,Regular
PLIM4,NET SERVIÇOS DE COMUNICAÇÃO S.A. PN N2,,stock,59.0,221086000.0,11182600000.0,117198000.0,6812390000.0,1775560000.0,0.17,0.16,,65.0,,189.0,3.0,0.0,,48.0,Regular
PLPL3,PLANOEPLANO ON NM,Construção Civil,stock,1030.0,2100180000.0,3411750000.0,335876000.0,1064270000.0,89265900.0,3.16,,,,0.393859,,,0.48,,72.5,Bom
PLTO5,POLITENO IND E COMERCIO S.A. PNA,,stock,1094.0,723708000.0,1003530000.0,13632000.0,1000.0,16277000.0,,0.14,,,,,,0.0,,50.25,Bom
PLTO6,POLITENO IND E COMERCIO S.A. PNB,,stock,1047.0,692616000.0,1003530000.0,13632000.0,1000.0,16277000.0,,0.14,,,,,,0.0,,50.25,Bom
PMAM3,PARANAPANEMA S.A. ON,Siderurgia e Metalurgia,stock,49.0,73903300.0,562435000.0,-1331490000.0,-7544090000.0,5657520000.0,1.76,,,,,-6.0,,0.0,,51.5,Bom
PMAM4,PARANAPANEMA S.A. PN,Siderurgia e Metalurgia,stock,584.0,880806000.0,562435000.0,-1331490000.0,-7544090000.0,5657520000.0,1.76,,,,,-66.0,,0.0,,44.0,Regular
PMET5,PRO METALURG PNA,,stock,65.0,47066500.0,10418000.0,-11928000.0,-290863000.0,216461000.0,0.41,,,,,-395.0,,0.0,,39.0,Regular
PMET6,PRO METALURG PNB,,stock,20.0,14482000.0,10418000.0,-11928000.0,-290863000.0,216461000.0,0.41,,,,,-121.0,,0.0,,39.0,Regular
PNOR5,PRONOR PNA,Químicos,stock,187.0,86210700.0,243859000.0,-29775000.0,158071000.0,-39948000.0,-1.88,-1.17,,,,-290.0,55.0,0.0,,19.0,Fraco
PNOR6,PRONOR PNB,Químicos,stock,187.0,86210700.0,243859000.0,-29775000.0,158071000.0,-39948000.0,-1.88,-1.17,,,,-290.0,55.0,0.0,,19.0,Fraco
PNVL3,PANVEL FARMÁCIAS ON,Comércio e Distribuição,stock,1207.0,1815050000.0,5703090000.0,132370000.0,1300270000.0,1081640000.0,1.02,0.23,,,0.130055,,,0.25,,80.0,Excelente
PNVL4,PANVEL FARMÁCIAS PN,Comércio e Distribuição,stock,1862.0,2800020000.0,5703090000.0,132370000.0,1300270000.0,1081640000.0,1.02,0.23,,,,,,0.0,,52.5,Bom
POMO3,MARCOPOLO ON,Material de Transporte,stock,595.0,7436900000.0,9035350000.0,1247620000.0,4061280000.0,1547890000.0,3.07,,,,0.396576,,,,,67.5,Bom
POMO4,MARCOPOLO PN N2,Material de Transporte,stock,605.0,7561890000.0,9035350000.0,1247620000.0,4061280000.0,1547890000.0,3.07,,,,0.396576,,,,,67.5,Bom
POPR4,POLIPROPILENO S.A. PN,,stock,1017.0,0.0,1925960000.0,108784000.0,545803000.0,431088000.0,1.99,0.56,,,,,,0.0,,65.0,Bom
PORP4,POLIPROPILENO PARTICIPAÇÕES S.A. PN,,stock,240.0,0.0,0.0,-465000.0,22399000.0,-189000.0,-0.21,0.0,,,,,,0.0,,34.55,Regular
PORT3,WILSON SONS ON NM,Transporte,stock,1876.0,8309400000.0,3170130000.0,672393000.0,2759280000.0,2200280000.0,2.44,,,,,,,0.11,,60.0,Bom
POSI3,POSITIVO TEC ON NM,Computadores e Equipamentos,stock,388.0,550184000.0,3380870000.0,9831000.0,1556790000.0,620349000.0,0.06,0.04,,,-0.694554,,35.0,0.46,,43.5,Regular
POWE3,FOCUS ON ON NM,Energia Elétrica,stock,1090.0,977238000.0,1580290000.0,40863000.0,988330000.0,-387284000.0,0.41,0.26,,,,,99.0,0.0,,52.5,Bom
PQUN3,PETROQUIMICA UNIAO S.A. ON,Químicos,stock,1544.0,1617390000.0,2966210000.0,15505000.0,858692000.0,1720410000.0,0.18,0.05,,,,,,0.0,,43.0,Regular
PQUN4,PETROQUIMICA UNIAO S.A. PN,Químicos,stock,1544.0,1617390000.0,2966210000.0,15505000.0,858692000.0,1720410000.0,0.18,0.05,,,,,,0.0,,43.0,Regular
PRBC4,Parana PN N1,Intermediários Financeiros,stock,1454.0,47367900000.0,,94946000.0,0.0,,,,,,,,,0.0,,40.0,Regular
PRGA4,BRF Foods PN N1,Alimentos Processados,stock,7500.0,119414000000.0,64863400000.0,2799100000.0,14216800000.0,14525000000.0,1.97,0.41,,,,,,0.0,,52.5,Bom
PRIO3,PETRORIO ON NM,"Petróleo, Gás e Biocombustíveis",stock,6880.0,60027700000.0,17673100000.0,2589700000.0,26630600000.0,24108000000.0,0.97,,,,-0.140919,,,0.0,,51.64,Bom
PRML3,PRUMO ON NM,Transporte,stock,1152.0,4331720000.0,232739000.0,-983202000.0,2192720000.0,4686760000.0,-4.48,,,,,-441.0,,0.0,,19.0,Fraco
PRNR3,PRINER ON NM,Serviços Diversos,stock,1893.0,1076130000.0,1615980000.0,43151000.0,540971000.0,524219000.0,0.8,0.35,,,,,,0.0,,65.0,Bom
PRTX3,PORTX ON NM,Transporte,stock,277.0,2749100000.0,9236000.0,-85196000.0,-18917000.0,902455000.0,,,,,,,,0.0,,39.0,Regular
PRVI3,Providencia ON NM,,stock,1054.0,845150000.0,919962000.0,-71993000.0,525170000.0,14628000.0,-1.37,-0.78,,,,,,0.0,,19.0,Fraco
PSSA3,PORTO SEGURO SA ON,Previdência e Seguros,stock,4792.0,30984400000.0,41811800000.0,3682640000.0,15535900000.0,-13041100000.0,2.37,0.89,,51.0,0.436742,,,0.62,,75.0,Excelente
PTBL3,PORTOBELLO S/A ON,Construção e Engenharia,stock,197.0,277744000.0,2611480000.0,-300146000.0,-36960000.0,1169890000.0,,-1.15,,,,-93.0,,0.0,,34.0,Regular
PTBL4,PORTOBELLO S/A PN,Construção e Engenharia,stock,259.0,365156000.0,2611480000.0,-300146000.0,-36960000.0,1169890000.0,,-1.15,,,,-122.0,,0.0,,39.0,Regular
PTIP3,IPIRANGA PETROQUIMICA SA ON,,stock,2200.0,0.0,2515980000.0,189854000.0,-155957000.0,1251690000.0,,0.75,,,,,,0.0,,40.0,Regular
PTIP4,IPIRANGA PETROQUIMICA SA PN,,stock,2515.0,0.0,2515980000.0,189854000.0,-155957000.0,1251690000.0,,0.75,,,,,,0.0,,40.0,Regular
PTNT3,PETTENATI ON,"Tecidos, Vestuário e Calçados",stock,850.0,408395000.0,828062000.0,28269200.0,435924000.0,149551000.0,0.65,0.49,,,-0.287475,,94.0,0.31,,65.0,Bom
PTNT4,PETTENATI PN,"Tecidos, Vestuário e Calçados",stock,869.0,417524000.0,828062000.0,28269200.0,435924000.0,149551000.0,0.65,0.49,,,-0.287475,,96.0,0.31,,65.0,Bom
PTPA3,PETROPAR SA ON,,stock,7650.0,1368360000.0,2708750000.0,370752000.0,1201690000.0,1296060000.0,3.09,,,,,369.0,,0.0,,52.5,Bom
PTPA4,PETROPAR SA PN,,stock,8000.0,1430960000.0,2708750000.0,370752000.0,1201690000.0,1296060000.0,3.09,,,,,386.0,,0.0,,52.5,Bom
PTQS4,PETROQUISA PN,,stock,18946.0,3751440000.0,795330000.0,86378000.0,1714950000.0,131006000.0,0.5,,,,,,,0.0,,57.5,Bom
QUAL3,QUALICORP ON NM,Serv.Méd.Hospit. Análises e Diagnósticos,stock,180.0,511225000.0,1390250000.0,15233000.0,1304090000.0,795801000.0,0.12,0.16,,150.0,,,39.0,0.03,,53.86,Bom
RADL3,RAIADROGASIL ON,Comércio e Distribuição,stock,1959.0,34328900000.0,44768000000.0,1291850000.0,7340400000.0,3123810000.0,1.76,0.29,,,0.091931,,,0.2,,78.79,Excelente
RAIA3,RAIA ON NM,Comércio e Distribuição,stock,3050.0,1891460000.0,2109780000.0,45891000.0,635785000.0,-150978000.0,0.72,0.22,,,,,,0.0,,52.5,Bom
RAIL3,RUMO S.A. ON NM,Transporte,stock,1497.0,27826700000.0,14163300000.0,1040180000.0,13895300000.0,17466500000.0,0.75,0.75,,,0.180462,,,0.61,,80.0,Excelente
RAIZ4,RAIZEN PN N2,"Petróleo, Gás e Biocombustíveis",stock,45.0,4658630000.0,232247000000.0,-22257200000.0,-1596880000.0,61340300000.0,,-0.96,,,,-21.0,,0.0,,34.0,Regular
RANI3,IRANI ON,Madeira e Papel,stock,785.0,1809430000.0,1673080000.0,202771000.0,1471350000.0,1082480000.0,1.38,,,,-0.124319,,,0.61,,59.39,Bom
RANI4,IRANI PN,Madeira e Papel,stock,550.0,1267760000.0,1673080000.0,202771000.0,1471350000.0,1082480000.0,1.38,,,,,,86.0,0.0,,52.5,Bom
RAPT3,RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES ON N1,Material de Transporte,stock,489.0,1710160000.0,13035800000.0,-290669000.0,3108190000.0,5430670000.0,-0.94,-0.09,,,,,55.0,0.0,,32.4,Regular
RAPT4,RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES PN N1,Material de Transporte,stock,487.0,1703160000.0,13035800000.0,-290669000.0,3108190000.0,5430670000.0,-0.94,-0.09,,,,,55.0,0.0,,32.4,Regular
RCSL3,RECRUSUL ON,Material de Transporte,stock,37.0,47096900.0,604000.0,-16685000.0,-13686000.0,-4000.0,,,,,,-282.0,,0.0,,41.5,Regular
RCSL4,RECRUSUL PN,Material de Transporte,stock,47.0,59825800.0,604000.0,-16685000.0,-13686000.0,-4000.0,,,,,,-359.0,,0.0,,41.5,Regular
RCTB31,TELEBRAS RON,Telecomunicações,stock,4100.0,4181300.0,511535000.0,61866000.0,1662600000.0,-1540630000.0,0.37,,,,,7.0,,0.0,,67.5,Bom
RCTB33,TELEBRAS R33,Telecomunicações,stock,5700.0,5813030.0,511535000.0,61866000.0,1662600000.0,-1540630000.0,0.37,,,,,9.0,,0.0,,67.5,Bom
RCTB41,TELEBRAS RPN,Telecomunicações,stock,3351.0,3417450.0,511535000.0,61866000.0,1662600000.0,-1540630000.0,0.37,,,,,6.0,,0.0,,67.5,Bom
RCTB42,TELEBRAS R42,Telecomunicações,stock,2000.0,2039660.0,511535000.0,61866000.0,1662600000.0,-1540630000.0,0.37,,,,,3.0,,0.0,,67.5,Bom
RDCD3,Redecard ON NM,Serviços Financeiros Diversos,stock,3516.0,23661700000.0,2981500000.0,1569800000.0,1605520000.0,1501670000.0,,,,,,,,0.0,,52.5,Bom
RDNI3,RNI ON NM,Construção Civil,stock,214.0,93667800.0,349314000.0,-199083000.0,74882000.0,471143000.0,,,,,,-47.0,,0.0,,24.0,Fraco
RDOR3,REDE D OR ON NM,Serv.Méd.Hospit. Análises e Diagnósticos,stock,3484.0,79759000000.0,57094800000.0,4615260000.0,19769300000.0,7254100000.0,2.33,0.84,,,0.577213,,,,,75.0,Excelente
RDTR3,REDENTOR ON NM,,stock,630.0,683430000.0,0.0,84280000.0,497092000.0,-8079000.0,1.7,0.0,,,,,,0.0,,46.25,Regular
RECV3,PETRORECONCA ON NM,"Petróleo, Gás e Biocombustíveis",stock,1216.0,3568620000.0,2981310000.0,534620000.0,4195990000.0,1516560000.0,1.27,,,,-0.178966,,85.0,0.84,,58.57,Bom
REDE3,REDE EMPRESAS DE ENERGIA ELÉTRICA S.A. ON,Energia Elétrica,stock,618.0,15871500000.0,19820700000.0,1134480000.0,6235820000.0,16133400000.0,1.82,0.76,,,-0.067971,,,0.65,,67.73,Bom
REDE4,REDE EMPRESAS DE ENERGIA ELÉTRICA S.A. PN,Energia Elétrica,stock,290.0,7447790000.0,19820700000.0,1134480000.0,6235820000.0,16133400000.0,1.82,0.76,,,,,,0.0,,52.5,Bom
REEM4,RHEEM EMPRS PN,,stock,463.0,28463000.0,144707000.0,-58830000.0,-372708000.0,-3264000.0,1.58,,,,,-48.0,,0.0,,44.0,Regular
RENT3,LOCALIZA RENT A CAR ON,Diversos,stock,4298.0,48320700000.0,43926700000.0,2254120000.0,26309600000.0,32293000000.0,0.86,0.51,,,0.005602,,,0.47,,65.84,Bom
REPA3,ELECTROLUX ON,,stock,100.0,0.0,591422000.0,7243000.0,378378000.0,139180000.0,0.19,0.12,,,,,,0.0,,56.0,Bom
REPA4,ELECTROLUX PN,,stock,108.0,0.0,591422000.0,7243000.0,378378000.0,139180000.0,0.19,0.12,,,,,,0.0,,56.0,Bom
RGEG3,RGE - RIO GRANDE ENERGIA ON,Energia Elétrica,stock,300.0,3059370000.0,3972660000.0,227946000.0,1915180000.0,1872400000.0,1.19,0.57,,,,,,0.0,,52.5,Bom
RHDS3,M G POLIEST ON,Químicos,stock,11.0,882746000.0,1612250000.0,22080000.0,272045000.0,377576000.0,0.81,0.12,,,,,,0.0,,49.5,Regular
RHDS4,M G POLIEST PN,Químicos,stock,100.0,8024960000.0,1612250000.0,22080000.0,272045000.0,377576000.0,0.81,0.12,,,,,,0.0,,49.5,Regular
RIAA3,RIACHUELO ON NM,Comércio,stock,846.0,4249760000.0,10614000000.0,1506860000.0,5319110000.0,1100200000.0,2.83,,,,2.050247,282.0,80.0,,,60.0,Bom
RIOS3,RIO ALTO ON,Energia Elétrica,stock,3050.0,2083090000.0,223335000.0,-459726000.0,-905447000.0,1589980000.0,,,,,,-453.0,,0.0,,44.0,Regular
RIPI3,REFINARIA DE PETRÓLEO IPIRANGA SA ON,"Petróleo, Gás e Biocombustíveis",stock,4801.0,1421100000.0,-190769000.0,126495000.0,-49103000.0,82567000.0,,,,,,,,0.0,,22.5,Fraco
RIPI4,REFINARIA DE PETRÓLEO IPIRANGA SA PN,"Petróleo, Gás e Biocombustíveis",stock,4850.0,1435600000.0,-190769000.0,126495000.0,-49103000.0,82567000.0,,,,,,,,0.0,,22.5,Fraco
RJCP3,RJCP EQUITY ON,,stock,1.0,11210700.0,0.0,-49892.0,17287200.0,21864.0,-0.03,0.0,,,,,65.0,0.0,,32.15,Regular
RLOG3,COSAN LOG ON NM,Transporte,stock,2308.0,10691200000.0,6968480000.0,129182000.0,2507240000.0,14303800000.0,0.52,0.71,,,,,,0.0,,52.5,Bom
RNEW3,RENOVA ON N2,Energia Elétrica,stock,99.0,369384000.0,544662000.0,-141606000.0,1153290000.0,655535000.0,-1.23,,,,,-261.0,32.0,0.0,,31.5,Regular
RNEW4,RENOVA PN N2,Energia Elétrica,stock,94.0,350728000.0,544662000.0,-141606000.0,1153290000.0,655535000.0,-1.23,,,,,-248.0,30.0,0.0,,31.5,Regular
RNPT3,RENNER PARTICIPAÇÕES S/A ON,Intermediários Financeiros,stock,3187.0,24731100.0,52871000.0,4299000.0,63944000.0,-24000.0,0.67,0.81,,,,,39.0,0.0,,52.5,Bom
RNPT4,RENNER PARTICIPAÇÕES S/A PN,Intermediários Financeiros,stock,3181.0,24684600.0,52871000.0,4299000.0,63944000.0,-24000.0,0.67,0.81,,,,,39.0,0.0,,52.5,Bom
ROMI3,ROMI ON,Máquinas e Equipamentos,stock,654.0,609338000.0,1274590000.0,77468000.0,1242140000.0,557791000.0,0.62,0.62,,,-0.265766,,49.0,0.83,,65.0,Bom
ROMI4,ROMI PN,Máquinas e Equipamentos,stock,18500.0,17236600000.0,1274590000.0,77468000.0,1242140000.0,557791000.0,0.62,0.62,,,,,,0.0,,52.5,Bom
RPAD3,ALFA HOLDINGS ON,Intermediários Financeiros,stock,750.0,635115000.0,0.0,86229000.0,1023030000.0,-128598000.0,0.84,0.0,,,0.073789,,62.0,0.01,,56.49,Bom
RPAD5,ALFA HOLDINGS PNA,Intermediários Financeiros,stock,670.0,567369000.0,0.0,86229000.0,1023030000.0,-128598000.0,0.84,0.0,,,0.073789,,55.0,0.85,,64.82,Bom
RPAD6,ALFA HOLDINGS PNB,Intermediários Financeiros,stock,650.0,550433000.0,0.0,86229000.0,1023030000.0,-128598000.0,0.84,0.0,,,0.073789,,54.0,0.02,,58.15,Bom
RPMG3,REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A ON,"Petróleo, Gás e Biocombustíveis",stock,208.0,140799000.0,8642550000.0,-1658780000.0,-7433370000.0,-53243000.0,2.23,-1.92,,,,-8.0,,0.0,,44.0,Regular
RPMG4,REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A PN,"Petróleo, Gás e Biocombustíveis",stock,26.0,17599900.0,8642550000.0,-1658780000.0,-7433370000.0,-53243000.0,2.23,-1.92,,2.0,,-1.0,,0.0,,49.0,Regular
RPSA4,RIPASA PN N1,,stock,490.0,1816160000.0,318794000.0,66464000.0,1167980000.0,507087000.0,0.57,,,,,,,0.0,,52.5,Bom
RSID3,ROSSI RESIDENCIAL ON N1,Construção Civil,stock,160.0,32435500.0,146362000.0,85267000.0,-756841000.0,359002000.0,-1.13,,,,,38.0,,0.0,,31.8,Regular
RSIP3,RASIP AGRO PASTORIL ON,Agropecuária,stock,44.0,88034300.0,100655000.0,3879000.0,66914000.0,82619000.0,0.58,0.39,,,,,,0.0,,52.5,Bom
RSIP4,RASIP AGRO PASTORIL PN,Agropecuária,stock,44.0,88034300.0,100655000.0,3879000.0,66914000.0,82619000.0,0.58,0.39,,,,,,0.0,,52.5,Bom
RSUL4,METALURGICA RIOSULENSE S/A PN,Material de Transporte,stock,6469.0,392806000.0,419634000.0,62760000.0,287360000.0,-29399000.0,2.18,,,,-0.012394,,,0.39,,61.06,Bom
RVEE3,REVEE ON NM,Viagens e Lazer,stock,85.0,8645350.0,1416000.0,8343000.0,70489000.0,-373000.0,1.18,,,,,104.0,12.0,0.0,,57.5,Bom
SALM3,SEARA ALIMENTOS ON,,stock,570.0,0.0,2251070000.0,92870000.0,475600000.0,253979000.0,1.95,0.41,,110.0,,,,0.0,,60.0,Bom
SALM4,SEARA ALIMENTOS PN,,stock,590.0,0.0,2251070000.0,92870000.0,475600000.0,253979000.0,1.95,0.41,,110.0,,,,0.0,,60.0,Bom
SANB11,,,stock,2692.0,100930000000.0,,15483900000.0,97206400000.0,,1.59,0.0,,,,,,0.86,,53.75,Bom
SANB3,SANTANDER ON,Intermediários Financeiros,stock,1308.0,98080800000.0,,15483900000.0,97206400000.0,,1.59,0.0,,,-0.036828,,,0.84,,56.95,Bom
SANB4,SANTANDER PN,Intermediários Financeiros,stock,1395.0,104605000000.0,,15483900000.0,97206400000.0,,1.59,0.0,,,-0.036828,,,0.87,,56.95,Bom
SAPR11,,,stock,3766.0,11382400000.0,7346850000.0,1224260000.0,12700500000.0,1921380000.0,0.96,,,,,,90.0,0.52,,52.5,Bom
SAPR3,SANEPAR ON,Água e Saneamento,stock,842.0,12724300000.0,7346850000.0,1224260000.0,12700500000.0,1921380000.0,0.96,,,,0.217769,,100.0,0.43,,72.5,Bom
SAPR4,SANEPAR PN,Água e Saneamento,stock,733.0,11077100000.0,7346850000.0,1224260000.0,12700500000.0,1921380000.0,0.96,,,,0.217769,,87.0,0.54,,72.5,Bom
SASG3,SUL AMERICA SEGUROS ON,Previdência e Seguros,stock,98.0,2004620000.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,47.5,Regular
SAUD3,BRADSAUDE ON NM,Serv.Méd.Hospit. Análises e Diagnósticos,stock,1375.0,40207700000.0,2446990000.0,564975000.0,1432190000.0,-524928000.0,3.94,,,,0.167735,,,0.07,,71.25,Bom
SBFG3,GRUPO SBF ON,Comércio,stock,1059.0,2442730000.0,7967480000.0,334706000.0,3087730000.0,2685370000.0,1.08,0.42,,,0.169648,,79.0,0.51,,80.0,Excelente
SBSP3,SABESP ON NM,Água e Saneamento,stock,2903.0,102317000000.0,39630700000.0,8729000000.0,43701000000.0,32460500000.0,2.0,,,,0.394382,,,0.23,,72.5,Bom
SCAR3,SÃO CARLOS EMPREEND.E PARTICIPAÇÕES S.A. ON,Exploração de Imóveis,stock,1376.0,794461000.0,284406000.0,44825000.0,1038790000.0,463984000.0,0.43,,,,,,76.0,,,60.0,Bom
SCAR4,SÃO CARLOS EMPREEND.E PARTICIPAÇÕES S.A. PN,Exploração de Imóveis,stock,1000.0,577370.0,284406000.0,44825000.0,1038790000.0,463984000.0,0.43,,,,,1.0,,0.0,,67.5,Bom
